K,Silhouette Score,Davies-Bouldin Index
2,0.298491003303695,1.3737634949221167
3,0.22449452895623112,1.7876131246015161
4,0.18952109646336213,1.7779023593079115
5,0.19157501959839657,1.788561900659874
6,0.1766192694679902,1.8365315217388982
7,0.14920011165904762,1.9403859540360617
8,0.14711831740385725,1.9779597206408532
9,0.1540892743057144,1.736190589011193
10,0.15341673777358902,1.726690480851768
